NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
1,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.7348431,1756.50207748875,40
2,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.7325162,1756.50207748875,40
3,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.6680421,1756.50207748875,40
4,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.6252655,1756.50207748875,40
5,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.5500449,1756.50207748875,40
6,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.5808144,1756.50207748875,40
7,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.6344324,1756.50207748875,40
8,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.6397945,1756.50207748875,40
9,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.7346988,1756.50207748875,40
10,xalt_edges,128,40,0.05,0.95,0.95,4,1,1,1,1,1.5396494,1756.50207748875,40
1,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6334833,1900.0059876885,60
2,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6565878,1900.0059876885,60
3,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6275533,1900.0059876885,60
4,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6614998,1900.0059876885,60
5,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6260721,1900.0059876885,60
6,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6194561,1900.0059876885,60
7,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.5517202,1900.0059876885,60
8,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6250963,1900.0059876885,60
9,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6383929,1900.0059876885,60
10,xalt_edges,32,60,0.05,0.95,0.95,4,1,1,1,1,0.6473248,1900.0059876885,60
1,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.1688338,1782.73737372982,60
2,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.1685318,1782.73737372982,60
3,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.1110832,1782.73737372982,60
4,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.1511462,1782.73737372982,60
5,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.6006186,1782.73737372982,60
6,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,2.1287036,1782.73737372982,60
7,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.8818038,1782.73737372982,60
8,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,3.2265673,1782.73737372982,60
9,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,2.481716,1782.73737372982,60
10,xalt_edges,64,60,0.05,0.95,0.95,4,1,1,1,1,1.7186536,1782.73737372982,60
1,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,1.7222717,1799.4318020568,60
2,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,1.8822538,1799.4318020568,60
3,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,1.8239397,1799.4318020568,60
4,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,1.8460071,1799.4318020568,60
5,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,2.1760286,1799.4318020568,60
6,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,3.0015214,1799.4318020568,60
7,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,3.7027656,1799.4318020568,60
8,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,2.0337272,1799.4318020568,60
9,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,1.8790022,1799.4318020568,60
10,xalt_edges,96,60,0.05,0.95,0.95,4,1,1,1,1,2.0840151,1799.4318020568,60
1,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.5217253,1665.98242111076,60
2,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.3827809,1665.98242111076,60
3,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.4875889,1665.98242111076,60
4,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.7220668,1665.98242111076,60
5,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,3.0983681,1665.98242111076,60
6,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.3621537,1665.98242111076,60
7,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.1636434,1665.98242111076,60
8,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.1702756,1665.98242111076,60
9,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.1845005,1665.98242111076,60
10,xalt_edges,128,60,0.05,0.95,0.95,4,1,1,1,1,2.5456556,1665.98242111076,60
1,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,0.8519875,1900.0059876885,80
2,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,0.7634493,1900.0059876885,80
3,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,0.7334002,1900.0059876885,80
4,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,0.8054579,1900.0059876885,80
5,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,0.861249,1900.0059876885,80
6,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,1.0098562,1900.0059876885,80
7,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,1.2057962,1900.0059876885,80
8,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,1.1072397,1900.0059876885,80
9,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,1.3183818,1900.0059876885,80
10,xalt_edges,32,80,0.05,0.95,0.95,4,1,1,1,1,1.1633275,1900.0059876885,80
1,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,1.6200468,1782.73737372982,80
2,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,1.5105956,1782.73737372982,80
3,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,1.9157038,1782.73737372982,80
4,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,2.1900368,1782.73737372982,80
5,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,2.2636469,1782.73737372982,80
6,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,3.37996,1782.73737372982,80
7,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,2.6754591,1782.73737372982,80
8,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,1.7640024,1782.73737372982,80
9,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,3.2422995,1782.73737372982,80
10,xalt_edges,64,80,0.05,0.95,0.95,4,1,1,1,1,2.8982367,1782.73737372982,80
1,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,4.1810077,1777.62441952451,80
2,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,4.4340346,1777.62441952451,80
3,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,2.2757393,1777.62441952451,80
4,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,2.8805397,1777.62441952451,80
5,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,2.998314,1777.62441952451,80
6,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,2.2429117,1777.62441952451,80
7,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,3.4388171,1777.62441952451,80
8,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,2.6686058,1777.62441952451,80
9,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,3.1857745,1777.62441952451,80
10,xalt_edges,96,80,0.05,0.95,0.95,4,1,1,1,1,2.4619057,1777.62441952451,80
1,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,3.0688614,1654.14441172589,80
2,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,2.9070718,1654.14441172589,80
3,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,3.0325449,1654.14441172589,80
4,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,3.0106843,1654.14441172589,80
5,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,3.1700591,1654.14441172589,80
6,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,3.255627,1654.14441172589,80
7,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,3.2108667,1654.14441172589,80
8,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,2.8814742,1654.14441172589,80
9,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,2.8545671,1654.14441172589,80
10,xalt_edges,128,80,0.05,0.95,0.95,4,1,1,1,1,2.7796679,1654.14441172589,80
1,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.9360203,1886.84141145551,100
2,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.8872485,1886.84141145551,100
3,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.8905746,1886.84141145551,100
4,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,1.0569241,1886.84141145551,100
5,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.893685,1886.84141145551,100
6,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.905955,1886.84141145551,100
7,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.9586942,1886.84141145551,100
8,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.9853999,1886.84141145551,100
9,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,0.9436606,1886.84141145551,100
10,xalt_edges,32,100,0.05,0.95,0.95,4,1,1,1,1,1.0201461,1886.84141145551,100
1,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.8687139,1782.73737372982,100
2,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.8271486,1782.73737372982,100
3,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.9471536,1782.73737372982,100
4,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,2.5502794,1782.73737372982,100
5,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,3.1009124,1782.73737372982,100
6,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,2.0432679,1782.73737372982,100
7,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.8933857,1782.73737372982,100
8,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.8596441,1782.73737372982,100
9,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.8399777,1782.73737372982,100
10,xalt_edges,64,100,0.05,0.95,0.95,4,1,1,1,1,1.8440551,1782.73737372982,100
1,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,3.7718212,1773.94845138544,100
2,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,3.2485132,1773.94845138544,100
3,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,3.3827925,1773.94845138544,100
4,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,3.0081613,1773.94845138544,100
5,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,2.7880559,1773.94845138544,100
6,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,2.7936841,1773.94845138544,100
7,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,2.8805552,1773.94845138544,100
8,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,2.8367242,1773.94845138544,100
9,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,2.8196784,1773.94845138544,100
10,xalt_edges,96,100,0.05,0.95,0.95,4,1,1,1,1,2.7038792,1773.94845138544,100
1,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,3.7036865,1654.14441172589,100
2,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,4.91873,1654.14441172589,100
3,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,5.9449099,1654.14441172589,100
4,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,3.7726266,1654.14441172589,100
5,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,3.8617046,1654.14441172589,100
6,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,4.9636845,1654.14441172589,100
7,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,7.7392811,1654.14441172589,100
8,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,6.0211511,1654.14441172589,100
9,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,4.2253639,1654.14441172589,100
10,xalt_edges,128,100,0.05,0.95,0.95,4,1,1,1,1,4.7025133,1654.14441172589,100
1,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3142776,2309.84711919386,30
2,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3768213,2309.84711919386,30
3,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.2961277,2309.84711919386,30
4,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3807425,2309.84711919386,30
5,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3444571,2309.84711919386,30
6,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3423503,2309.84711919386,30
7,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3009193,2309.84711919386,30
8,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.3323492,2309.84711919386,30
9,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.4267625,2309.84711919386,30
10,xalt_edges,32,30,0,1,0.95,4,1,1,1,1,0.4882303,2309.84711919386,30
1,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.7807423,2398.42664946976,30
2,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.622255,2398.42664946976,30
3,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.5844597,2398.42664946976,30
4,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.5884165,2398.42664946976,30
5,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.6272499,2398.42664946976,30
6,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.680502,2398.42664946976,30
7,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.6788554,2398.42664946976,30
8,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.5947119,2398.42664946976,30
9,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.5896294,2398.42664946976,30
10,xalt_edges,64,30,0,1,0.95,4,1,1,1,1,0.6622935,2398.42664946976,30
1,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.9169781,2393.71207849238,30
2,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.9662203,2393.71207849238,30
3,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.9014831,2393.71207849238,30
4,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.8660595,2393.71207849238,30
5,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.8819768,2393.71207849238,30
6,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.8655728,2393.71207849238,30
7,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.9231507,2393.71207849238,30
8,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,1.0248339,2393.71207849238,30
9,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,0.9734673,2393.71207849238,30
10,xalt_edges,96,30,0,1,0.95,4,1,1,1,1,1.1875811,2393.71207849238,30
1,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.6030423,2316.72732150667,30
2,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.4181373,2316.72732150667,30
3,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.6658042,2316.72732150667,30
4,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.6324527,2316.72732150667,30
5,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.2771346,2316.72732150667,30
6,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.3215628,2316.72732150667,30
7,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.2153267,2316.72732150667,30
8,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.2373372,2316.72732150667,30
9,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.185463,2316.72732150667,30
10,xalt_edges,128,30,0,1,0.95,4,1,1,1,1,1.3125526,2316.72732150667,30
1,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.4468442,2454.64200581312,40
2,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.4860604,2454.64200581312,40
3,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.5200866,2454.64200581312,40
4,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.5472693,2454.64200581312,40
5,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.5816401,2454.64200581312,40
6,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.6684004,2454.64200581312,40
7,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.4080005,2454.64200581312,40
8,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.635652,2454.64200581312,40
9,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.6471898,2454.64200581312,40
10,xalt_edges,32,40,0,1,0.95,4,1,1,1,1,0.4495966,2454.64200581312,40
1,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,1.204129,2275.50995071886,40
2,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,1.0587441,2275.50995071886,40
3,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,1.2489273,2275.50995071886,40
4,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,0.9021692,2275.50995071886,40
5,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,0.8457865,2275.50995071886,40
6,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,1.0046505,2275.50995071886,40
7,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,1.2293462,2275.50995071886,40
8,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,0.8704814,2275.50995071886,40
9,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,0.8528496,2275.50995071886,40
10,xalt_edges,64,40,0,1,0.95,4,1,1,1,1,0.9432423,2275.50995071886,40
1,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.4172913,2406.63576250689,40
2,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.4024998,2406.63576250689,40
3,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.616649,2406.63576250689,40
4,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.7019719,2406.63576250689,40
5,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.3427958,2406.63576250689,40
6,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.4511223,2406.63576250689,40
7,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.3565135,2406.63576250689,40
8,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.6997128,2406.63576250689,40
9,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.5275534,2406.63576250689,40
10,xalt_edges,96,40,0,1,0.95,4,1,1,1,1,1.3013063,2406.63576250689,40
1,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,1.7849927,2301.67094152115,40
2,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,1.703351,2301.67094152115,40
3,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,1.5178756,2301.67094152115,40
4,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,1.9029454,2301.67094152115,40
5,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,1.9684635,2301.67094152115,40
6,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,2.7472742,2301.67094152115,40
7,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,3.2366517,2301.67094152115,40
8,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,2.657253,2301.67094152115,40
9,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,2.7057332,2301.67094152115,40
10,xalt_edges,128,40,0,1,0.95,4,1,1,1,1,2.2961471,2301.67094152115,40
1,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,0.7733576,2296.80472178437,60
2,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,0.8737694,2296.80472178437,60
3,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,1.0377227,2296.80472178437,60
4,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,0.8620971,2296.80472178437,60
5,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,0.6518303,2296.80472178437,60
6,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,1.3839065,2296.80472178437,60
7,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,2.6057635,2296.80472178437,60
8,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,1.7867113,2296.80472178437,60
9,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,2.1460269,2296.80472178437,60
10,xalt_edges,32,60,0,1,0.95,4,1,1,1,1,1.107209,2296.80472178437,60
1,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.5964535,2245.92318645107,60
2,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,3.4429388,2245.92318645107,60
3,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.6541704,2245.92318645107,60
4,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.3291423,2245.92318645107,60
5,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.1411333,2245.92318645107,60
6,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,3.3933613,2245.92318645107,60
7,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.6246258,2245.92318645107,60
8,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,4.5388015,2245.92318645107,60
9,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.2148287,2245.92318645107,60
10,xalt_edges,64,60,0,1,0.95,4,1,1,1,1,2.4983949,2245.92318645107,60
1,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.5531905,2309.29770445664,60
2,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.5503854,2309.29770445664,60
3,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.3995545,2309.29770445664,60
4,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.4308332,2309.29770445664,60
5,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.9009499,2309.29770445664,60
6,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,3.1553596,2309.29770445664,60
7,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.6250654,2309.29770445664,60
8,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.4518441,2309.29770445664,60
9,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,2.1060038,2309.29770445664,60
10,xalt_edges,96,60,0,1,0.95,4,1,1,1,1,1.9577159,2309.29770445664,60
1,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.1251609,2255.14064017484,60
2,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,2.7313506,2255.14064017484,60
3,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.4476655,2255.14064017484,60
4,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.3832347,2255.14064017484,60
5,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.0918938,2255.14064017484,60
6,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.2952497,2255.14064017484,60
7,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.1782203,2255.14064017484,60
8,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.057921,2255.14064017484,60
9,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,2.9832548,2255.14064017484,60
10,xalt_edges,128,60,0,1,0.95,4,1,1,1,1,3.0152661,2255.14064017484,60
1,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.5917939,2485.08069808631,80
2,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.3655616,2485.08069808631,80
3,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.6027778,2485.08069808631,80
4,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.019754,2485.08069808631,80
5,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,0.9127082,2485.08069808631,80
6,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.0681036,2485.08069808631,80
7,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.434297,2485.08069808631,80
8,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,0.981192,2485.08069808631,80
9,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,0.9304779,2485.08069808631,80
10,xalt_edges,32,80,0,1,0.95,4,1,1,1,1,1.0617681,2485.08069808631,80
1,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,1.9795593,2196.60483620867,80
2,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,1.6014663,2196.60483620867,80
3,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,1.8147944,2196.60483620867,80
4,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,1.7458658,2196.60483620867,80
5,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,1.6398367,2196.60483620867,80
6,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,1.5996824,2196.60483620867,80
7,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,2.0536476,2196.60483620867,80
8,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,3.2945502,2196.60483620867,80
9,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,2.5556181,2196.60483620867,80
10,xalt_edges,64,80,0,1,0.95,4,1,1,1,1,3.8650188,2196.60483620867,80
1,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,5.6911732,2393.98781976685,80
2,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,4.1414451,2393.98781976685,80
3,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,4.0012085,2393.98781976685,80
4,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,4.6221309,2393.98781976685,80
5,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,3.7333742,2393.98781976685,80
6,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,3.223369,2393.98781976685,80
7,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,3.001444,2393.98781976685,80
8,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,2.6397631,2393.98781976685,80
9,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,2.7439313,2393.98781976685,80
10,xalt_edges,96,80,0,1,0.95,4,1,1,1,1,2.7979038,2393.98781976685,80
1,xalt_edges,128,80,0,1,0.95,4,1,1,1,1,4.9492251,2141.71319885033,80
2,xalt_edges,128,80,0,1,0.95,4,1,1,1,1,4.7380392,2141.71319885033,80
3,xalt_edges,128,80,0,1,0.95,4,1,1,1,1,3.5306649,2141.71319885033,80
4,xalt_edges,128,80,0,1,0.95,4,1,1,1,1,3.175003,2141.71319885033,80
5,xalt_edges,128,80,0,1,0.95,4,1,1,1,1,3.3751688,2141.71319885033,80
