NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
5,xalt_edges,128,40,0.05,0.05,0.05,4,1,1,1,1,0.1984756,1683.26436289833,40
6,xalt_edges,128,40,0.05,0.05,0.05,4,1,1,1,1,0.1983246,1683.26436289833,40
7,xalt_edges,128,40,0.05,0.05,0.05,4,1,1,1,1,0.2071193,1683.26436289833,40
8,xalt_edges,128,40,0.05,0.05,0.05,4,1,1,1,1,0.2014261,1683.26436289833,40
9,xalt_edges,128,40,0.05,0.05,0.05,4,1,1,1,1,0.2039173,1683.26436289833,40
10,xalt_edges,128,40,0.05,0.05,0.05,4,1,1,1,1,0.2369115,1683.26436289833,40
1,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.0998592,2222.85544115847,60
2,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.0981973,2222.85544115847,60
3,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.091265,2222.85544115847,60
4,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.0970487,2222.85544115847,60
5,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.1200562,2222.85544115847,60
6,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.1160645,2222.85544115847,60
7,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.1366605,2222.85544115847,60
8,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.13846,2222.85544115847,60
9,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.1197597,2222.85544115847,60
10,xalt_edges,32,60,0.05,0.05,0.05,4,1,1,1,1,0.1135345,2222.85544115847,60
1,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.2108562,1886.01723626692,60
2,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1599199,1886.01723626692,60
3,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1541648,1886.01723626692,60
4,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1563859,1886.01723626692,60
5,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1568008,1886.01723626692,60
6,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.153601,1886.01723626692,60
7,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1714838,1886.01723626692,60
8,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1564337,1886.01723626692,60
9,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1551782,1886.01723626692,60
10,xalt_edges,64,60,0.05,0.05,0.05,4,1,1,1,1,0.1539237,1886.01723626692,60
1,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2232396,1813.94644117667,60
2,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2339755,1813.94644117667,60
3,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2276497,1813.94644117667,60
4,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2208882,1813.94644117667,60
5,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2244866,1813.94644117667,60
6,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2240231,1813.94644117667,60
7,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.227582,1813.94644117667,60
8,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2179011,1813.94644117667,60
9,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2175748,1813.94644117667,60
10,xalt_edges,96,60,0.05,0.05,0.05,4,1,1,1,1,0.2226144,1813.94644117667,60
1,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.3221089,1603.68439345487,60
2,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.3032931,1603.68439345487,60
3,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.2997471,1603.68439345487,60
4,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.3067541,1603.68439345487,60
5,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.2955933,1603.68439345487,60
6,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.2975912,1603.68439345487,60
7,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.2987262,1603.68439345487,60
8,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.3074854,1603.68439345487,60
9,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.2971853,1603.68439345487,60
10,xalt_edges,128,60,0.05,0.05,0.05,4,1,1,1,1,0.3083272,1603.68439345487,60
1,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.1014373,0,62
2,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0888692,0,62
3,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0872155,0,62
4,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0866784,0,62
5,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0873242,0,62
6,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0869473,0,62
7,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0878467,0,62
8,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0876867,0,62
9,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0876458,0,62
10,xalt_edges,32,80,0.05,0.05,0.05,4,1,1,1,1,0.0912111,0,62
1,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1951529,0,71
2,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1840408,0,71
3,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1803168,0,71
4,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1858361,0,71
5,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1917877,0,71
6,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1861721,0,71
7,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1903708,0,71
8,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1834954,0,71
9,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1797246,0,71
10,xalt_edges,64,80,0.05,0.05,0.05,4,1,1,1,1,0.1814551,0,71
1,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.3027632,1715.97830855455,80
2,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.3079472,1715.97830855455,80
3,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.2893431,1715.97830855455,80
4,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.2991185,1715.97830855455,80
5,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.3030681,1715.97830855455,80
6,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.2979178,1715.97830855455,80
7,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.2935151,1715.97830855455,80
8,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.3020173,1715.97830855455,80
9,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.2970984,1715.97830855455,80
10,xalt_edges,96,80,0.05,0.05,0.05,4,1,1,1,1,0.2921201,1715.97830855455,80
1,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.4089767,1527.01374938521,80
2,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.397966,1527.01374938521,80
3,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.3927724,1527.01374938521,80
4,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.3996153,1527.01374938521,80
5,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.406702,1527.01374938521,80
6,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.4076884,1527.01374938521,80
7,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.3924587,1527.01374938521,80
8,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.3964895,1527.01374938521,80
9,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.4043846,1527.01374938521,80
10,xalt_edges,128,80,0.05,0.05,0.05,4,1,1,1,1,0.3986106,1527.01374938521,80
1,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0958319,0,62
2,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0934684,0,62
3,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.092745,0,62
4,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0966919,0,62
5,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0943969,0,62
6,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0934389,0,62
7,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0938625,0,62
8,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0932702,0,62
9,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.0931874,0,62
10,xalt_edges,32,100,0.05,0.05,0.05,4,1,1,1,1,0.1029126,0,62
1,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.2550888,0,71
2,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.2026615,0,71
3,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1848774,0,71
4,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1837219,0,71
5,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1800354,0,71
6,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1819031,0,71
7,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1909352,0,71
8,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1853511,0,71
9,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.1829096,0,71
10,xalt_edges,64,100,0.05,0.05,0.05,4,1,1,1,1,0.177792,0,71
1,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3719136,1638.18685026207,100
2,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.379189,1638.18685026207,100
3,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3705114,1638.18685026207,100
4,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.37915,1638.18685026207,100
5,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3660117,1638.18685026207,100
6,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3645648,1638.18685026207,100
7,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3707865,1638.18685026207,100
8,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3651667,1638.18685026207,100
9,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3708479,1638.18685026207,100
10,xalt_edges,96,100,0.05,0.05,0.05,4,1,1,1,1,0.3786015,1638.18685026207,100
1,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4967159,1439.0658663308,100
2,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4968364,1439.0658663308,100
3,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4992724,1439.0658663308,100
4,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.5108889,1439.0658663308,100
5,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.488127,1439.0658663308,100
6,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4950654,1439.0658663308,100
7,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4983091,1439.0658663308,100
8,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4981001,1439.0658663308,100
9,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.4912322,1439.0658663308,100
10,xalt_edges,128,100,0.05,0.05,0.05,4,1,1,1,1,0.5004803,1439.0658663308,100
1,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2397095,2171.0404256245,30
2,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2335284,2171.0404256245,30
3,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2377664,2171.0404256245,30
4,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.236692,2171.0404256245,30
5,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2313319,2171.0404256245,30
6,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2324238,2171.0404256245,30
7,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2350434,2171.0404256245,30
8,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2413432,2171.0404256245,30
9,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.2318366,2171.0404256245,30
10,xalt_edges,32,30,0,0.9,0.05,4,1,1,1,1,0.231215,2171.0404256245,30
1,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.467578,2065.48858899662,30
2,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4692143,2065.48858899662,30
3,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4740066,2065.48858899662,30
4,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4719054,2065.48858899662,30
5,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4840091,2065.48858899662,30
6,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4785956,2065.48858899662,30
7,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4614441,2065.48858899662,30
8,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4827506,2065.48858899662,30
9,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4749078,2065.48858899662,30
10,xalt_edges,64,30,0,0.9,0.05,4,1,1,1,1,0.4855345,2065.48858899662,30
1,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.69191,1985.91224414871,30
2,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.7000028,1985.91224414871,30
3,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.7096579,1985.91224414871,30
4,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.6961137,1985.91224414871,30
5,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.6889333,1985.91224414871,30
6,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.6933837,1985.91224414871,30
7,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.7077182,1985.91224414871,30
8,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.7187125,1985.91224414871,30
9,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.7011457,1985.91224414871,30
10,xalt_edges,96,30,0,0.9,0.05,4,1,1,1,1,0.6933473,1985.91224414871,30
1,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9407368,1994.23374396374,30
2,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9294708,1994.23374396374,30
3,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9041336,1994.23374396374,30
4,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9008273,1994.23374396374,30
5,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.8945433,1994.23374396374,30
6,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9193917,1994.23374396374,30
7,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.8990728,1994.23374396374,30
8,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9038348,1994.23374396374,30
9,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.8983883,1994.23374396374,30
10,xalt_edges,128,30,0,0.9,0.05,4,1,1,1,1,0.9048404,1994.23374396374,30
1,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3098594,2117.53269071559,40
2,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3312877,2117.53269071559,40
3,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3088187,2117.53269071559,40
4,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3083588,2117.53269071559,40
5,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3197346,2117.53269071559,40
6,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3108853,2117.53269071559,40
7,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3099516,2117.53269071559,40
8,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3513747,2117.53269071559,40
9,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3113484,2117.53269071559,40
10,xalt_edges,32,40,0,0.9,0.05,4,1,1,1,1,0.3072577,2117.53269071559,40
1,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6207406,1951.2398952774,40
2,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6126206,1951.2398952774,40
3,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.649635,1951.2398952774,40
4,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6358185,1951.2398952774,40
5,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.633491,1951.2398952774,40
6,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6357579,1951.2398952774,40
7,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6286975,1951.2398952774,40
8,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6229674,1951.2398952774,40
9,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6324225,1951.2398952774,40
10,xalt_edges,64,40,0,0.9,0.05,4,1,1,1,1,0.6119329,1951.2398952774,40
1,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9517681,2082.12544262288,40
2,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9239217,2082.12544262288,40
3,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9195877,2082.12544262288,40
4,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9404831,2082.12544262288,40
5,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9181573,2082.12544262288,40
6,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9336352,2082.12544262288,40
7,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9440759,2082.12544262288,40
8,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9257956,2082.12544262288,40
9,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.92815,2082.12544262288,40
10,xalt_edges,96,40,0,0.9,0.05,4,1,1,1,1,0.9199009,2082.12544262288,40
1,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2281435,1876.36188750558,40
2,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.1976775,1876.36188750558,40
3,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2376366,1876.36188750558,40
4,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.1895141,1876.36188750558,40
5,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.1971231,1876.36188750558,40
6,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2223778,1876.36188750558,40
7,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2558606,1876.36188750558,40
8,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2245313,1876.36188750558,40
9,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2426841,1876.36188750558,40
10,xalt_edges,128,40,0,0.9,0.05,4,1,1,1,1,1.2043235,1876.36188750558,40
1,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4639855,2147.75057425869,60
2,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4732449,2147.75057425869,60
3,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4804448,2147.75057425869,60
4,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4849755,2147.75057425869,60
5,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4699817,2147.75057425869,60
6,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4981592,2147.75057425869,60
7,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4712848,2147.75057425869,60
8,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4807682,2147.75057425869,60
9,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.4780244,2147.75057425869,60
10,xalt_edges,32,60,0,0.9,0.05,4,1,1,1,1,0.5099228,2147.75057425869,60
1,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9647173,1948.58599817528,60
2,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9661802,1948.58599817528,60
3,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9209726,1948.58599817528,60
4,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9283151,1948.58599817528,60
5,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9321275,1948.58599817528,60
6,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9154926,1948.58599817528,60
7,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9312204,1948.58599817528,60
8,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9689308,1948.58599817528,60
9,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9237623,1948.58599817528,60
10,xalt_edges,64,60,0,0.9,0.05,4,1,1,1,1,0.9406666,1948.58599817528,60
1,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3761656,1962.14928200876,60
2,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.404586,1962.14928200876,60
3,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3807746,1962.14928200876,60
4,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.4087608,1962.14928200876,60
5,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3945657,1962.14928200876,60
6,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3783566,1962.14928200876,60
7,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3859565,1962.14928200876,60
8,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3817225,1962.14928200876,60
9,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3817799,1962.14928200876,60
10,xalt_edges,96,60,0,0.9,0.05,4,1,1,1,1,1.3658476,1962.14928200876,60
1,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8406313,1998.48617456797,60
2,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8814373,1998.48617456797,60
3,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8397284,1998.48617456797,60
4,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8099555,1998.48617456797,60
5,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8258873,1998.48617456797,60
6,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.9096356,1998.48617456797,60
7,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8524011,1998.48617456797,60
8,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.9045179,1998.48617456797,60
9,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.861503,1998.48617456797,60
10,xalt_edges,128,60,0,0.9,0.05,4,1,1,1,1,1.8691684,1998.48617456797,60
1,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6347917,2068.34053060024,80
2,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6524473,2068.34053060024,80
3,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6515816,2068.34053060024,80
4,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6574736,2068.34053060024,80
5,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6432996,2068.34053060024,80
6,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6342109,2068.34053060024,80
7,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6448017,2068.34053060024,80
8,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6362414,2068.34053060024,80
9,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6240652,2068.34053060024,80
10,xalt_edges,32,80,0,0.9,0.05,4,1,1,1,1,0.6357098,2068.34053060024,80
1,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2425631,2127.83739351823,80
2,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2653914,2127.83739351823,80
3,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2520945,2127.83739351823,80
4,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2530657,2127.83739351823,80
5,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2519667,2127.83739351823,80
6,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2708781,2127.83739351823,80
7,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2419083,2127.83739351823,80
8,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2536408,2127.83739351823,80
9,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2348705,2127.83739351823,80
10,xalt_edges,64,80,0,0.9,0.05,4,1,1,1,1,1.2387035,2127.83739351823,80
1,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8851312,1920.00360785776,80
2,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8317098,1920.00360785776,80
3,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8497414,1920.00360785776,80
4,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8521985,1920.00360785776,80
5,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8481924,1920.00360785776,80
6,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8827633,1920.00360785776,80
7,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8258353,1920.00360785776,80
8,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8406473,1920.00360785776,80
9,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8593419,1920.00360785776,80
10,xalt_edges,96,80,0,0.9,0.05,4,1,1,1,1,1.8503648,1920.00360785776,80
1,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.4460423,1950.45115385086,80
2,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.4700444,1950.45115385086,80
3,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.4689095,1950.45115385086,80
4,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.4701309,1950.45115385086,80
5,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.5125097,1950.45115385086,80
6,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.4512538,1950.45115385086,80
7,xalt_edges,128,80,0,0.9,0.05,4,1,1,1,1,2.4560425,1950.45115385086,80
